# h  k  l  lp
   5   -4    7  0.015951
   5   -4    8  0.016329
   5   -4    9  0.016743
   5   -5  -14  0.018107
   5   -5  -13  0.017567
   5   -5  -12  0.017055
   5   -5  -11  0.016572
   5   -5  -10  0.016121
   5   -5   -9  0.015706
   5   -5   -8  0.015328
   5   -5   -7  0.014991
   5   -5   -6  0.014698
   5   -5   -5  0.014450
   5   -5   -4  0.014252
   5   -5   -3  0.014104
   5   -5   -2  0.014008
   5   -5   -1  0.013965
   5   -5    0  0.013977
   5   -5    1  0.014042
   5   -5    2  0.014160
   5   -5    3  0.014329
   5   -5    4  0.014549
   5   -5    5  0.014816
   5   -5    6  0.015128
   5   -5    7  0.015482
   5   -5    8  0.015876
   5   -6  -10  0.015587
   5   -6   -9  0.015162
   5   -6   -8  0.014776
   5   -6   -7  0.014432
   5   -6   -6  0.014133
   5   -6   -5  0.013882
   5   -6   -4  0.013681
   5   -6   -3  0.013533
   5   -6   -2  0.013439
   5   -6   -1  0.013401
   5   -6    0  0.013419
   5   -6    1  0.013493
   5   -6    2  0.013622
   5   -6    3  0.013804
   5   -6    4  0.014038
   5   -6    5  0.014320
   5   -6    6  0.014649
   5   -6    7  0.015020
   5   -6    8  0.015431
   6    5   -6  0.023593
   6    5   -5  0.023406
   6    5   -4  0.023249
   6    5   -3  0.023123
   6    5   -2  0.023030
   6    5   -1  0.022969
   6    5    0  0.022940
   6    5    1  0.022944
   6    5    2  0.022982
   6    5    3  0.023051
   6    5    4  0.023153
   6    5    5  0.023287
   6    5    6  0.023452
   6    4  -11  0.024414
   6    4  -10  0.024080
   6    4   -9  0.023773
   6    4   -8  0.023494
   6    4   -7  0.023245
   6    4   -6  0.023025
   6    4   -5  0.022836
   6    4   -4  0.022679
   6    4   -3  0.022554
   6    4   -2  0.022462
   6    4   -1  0.022403
   6    4    0  0.022377
   6    4    1  0.022386
   6    4    2  0.022427
   6    4    3  0.022502
   6    4    4  0.022611
   6    4    5  0.022751
   6    4    6  0.022924
   6    4    7  0.023128
   6    4    8  0.023363
   6    4    9  0.023627
   6    4   10  0.023919
   6    4   11  0.024239
   6    3  -13  0.024615
   6    3  -12  0.024225
   6    3  -11  0.023861
   6    3  -10  0.023523
   6    3   -9  0.023212
   6    3   -8  0.022930
   6    3   -7  0.022678
   6    3   -6  0.022456
   6    3   -5  0.022266
   6    3   -4  0.022109
   6    3   -3  0.021985
   6    3   -2  0.021894
   6    3   -1  0.021837
   6    3    0  0.021815
   6    3    1  0.021827
   6    3    2  0.021874
   6    3    3  0.021955
   6    3    4  0.022069
   6    3    5  0.022217
   6    3    6  0.022398
   6    3    7  0.022610
   6    3    8  0.022854
   6    3    9  0.023127
   6    3   10  0.023430
   6    3   11  0.023760
   6    3   12  0.024117
   6    3   13  0.024499
   6    2  -15  0.024935
   6    2  -14  0.024492
   6    2  -13  0.024073
   6    2  -12  0.023678
   6    2  -11  0.023309
   6    2  -10  0.022966
   6    2   -9  0.022652
   6    2   -8  0.022366
   6    2   -7  0.022111
   6    2   -6  0.021888
   6    2   -5  0.021697
   6    2   -4  0.021539
   6    2   -3  0.021415
   6    2   -2  0.021326
   6    2   -1  0.021272
   6    2    0  0.021253
   6    2    1  0.021269
   6    2    2  0.021321
   6    2    3  0.021408
   6    2    4  0.021529
   6    2    5  0.021685
   6    2    6  0.021874
   6    2    7  0.022095
   6    2    8  0.022348
   6    2    9  0.022631
   6    2   10  0.022943
   6    2   11  0.023284
   6    2   12  0.023652
   6    2   13  0.024045
   6    2   14  0.024463
   6    1  -16  0.024878
   6    1  -15  0.024407
   6    1  -14  0.023958
   6    1  -13  0.023533
   6    1  -12  0.023132
   6    1  -11  0.022757
   6    1  -10  0.022410
   6    1   -9  0.022091
   6    1   -8  0.021803
   6    1   -7  0.021545
   6    1   -6  0.021319
   6    1   -5  0.021127
   6    1   -4  0.020969
   6    1   -3  0.020846
   6    1   -2  0.020758
   6    1   -1  0.020706
   6    1    0  0.020691
   6    1    1  0.020712
   6    1    2  0.020769
   6    1    3  0.020862
   6    1    4  0.020991
   6    1    5  0.021154
   6    1    6  0.021352
   6    1    7  0.021582
   6    1    8  0.021845
   6    1    9  0.022138
   6    1   10  0.022461
   6    1   11  0.022813
   6    1   12  0.023191
   6    1   13  0.023596
   6    0  -16  0.024358
   6    0  -15  0.023880
   6    0  -14  0.023425
   6    0  -13  0.022993
   6    0  -12  0.022587
   6    0  -11  0.022207
   6    0  -10  0.021855
   6    0   -9  0.021532
   6    0   -8  0.021239
   6    0   -7  0.020978
   6    0   -6  0.020751
   6    0   -5  0.020557
   6    0   -4  0.020399
   6    0   -3  0.020276
   6    0   -2  0.020190
   6    0   -1  0.020141
   6    0    0  0.020129
   6    0    1  0.020155
   6    0    2  0.020218
   6    0    3  0.020318
   6    0    4  0.020454
   6    0    5  0.020626
   6    0    6  0.020832
   6    0    7  0.021072
   6    0    8  0.021345
   6    0    9  0.021649
   6    0   10  0.021983
   6    0   11  0.022346
   6    0   12  0.022736
   6    0   13  0.023152
   6   -1  -16  0.023840
   6   -1  -15  0.023356
   6   -1  -14  0.022894
   6   -1  -13  0.022456
   6   -1  -12  0.022043
   6   -1  -11  0.021657
   6   -1  -10  0.021300
   6   -1   -9  0.020972
   6   -1   -8  0.020676
   6   -1   -7  0.020412
   6   -1   -6  0.020182
   6   -1   -5  0.019987
   6   -1   -4  0.019828
   6   -1   -3  0.019707
   6   -1   -2  0.019622
   6   -1   -1  0.019576
   6   -1    0  0.019568
   6   -1    1  0.019599
   6   -1    2  0.019668
   6   -1    3  0.019775
   6   -1    4  0.019919
   6   -1    5  0.020099
   6   -1    6  0.020315
   6   -1    7  0.020565
   6   -1    8  0.020849
   6   -1    9  0.021164
   6   -1   10  0.021509
   6   -1   11  0.021884
   6   -1   12  0.022286
   6   -2  -15  0.022833
   6   -2  -14  0.022364
   6   -2  -13  0.021919
   6   -2  -12  0.021500
   6   -2  -11  0.021109
   6   -2  -10  0.020746
   6   -2   -9  0.020413
   6   -2   -8  0.020113
   6   -2   -7  0.019846
   6   -2   -6  0.019614
   6   -2   -5  0.019417
   6   -2   -4  0.019258
   6   -2   -3  0.019137
   6   -2   -2  0.019055
   6   -2   -1  0.019011
   6   -2    0  0.019008
   6   -2    1  0.019044
   6   -2    2  0.019119
   6   -2    3  0.019233
   6   -2    4  0.019386
   6   -2    5  0.019575
   6   -2    6  0.019801
   6   -2    7  0.020062
   6   -2    8  0.020356
   6   -2    9  0.020683
   6   -2   10  0.021040
   6   -2   11  0.021427
   6   -2   12  0.021841
   6   -3  -13  0.021385
   6   -3  -12  0.020959
   6   -3  -11  0.020561
   6   -3  -10  0.020193
   6   -3   -9  0.019855
   6   -3   -8  0.019550
   6   -3   -7  0.019280
   6   -3   -6  0.019045
   6   -3   -5  0.018847
   6   -3   -4  0.018688
   6   -3   -3  0.018567
   6   -3   -2  0.018487
   6   -3   -1  0.018447
   6   -3    0  0.018448
   6   -3    1  0.018489
   6   -3    2  0.018571
   6   -3    3  0.018693
   6   -3    4  0.018855
   6   -3    5  0.019054
   6   -3    6  0.019290
   6   -3    7  0.019562
   6   -3    8  0.019868
   6   -3    9  0.020207
   6   -3   10  0.020576
   6   -3   11  0.020976
   6   -4  -11  0.020015
   6   -4  -10  0.019640
   6   -4   -9  0.019297
   6   -4   -8  0.018988
   6   -4   -7  0.018714
   6   -4   -6  0.018477
   6   -4   -5  0.018277
   6   -4   -4  0.018117
   6   -4   -3  0.017998
   6   -4   -2  0.017919
   6   -4   -1  0.017883
   6   -4    0  0.017888
   6   -4    1  0.017936
   6   -4    2  0.018025
   6   -4    3  0.018155
   6   -4    4  0.018326
   6   -4    5  0.018535
   6   -4    6  0.018782
   6   -4    7  0.019066
   6   -4    8  0.019384
   6   -4    9  0.019735
   6   -4   10  0.020118
   6   -4   11  0.020530
   6   -5   -6  0.017908
   6   -5   -5  0.017707
   6   -5   -4  0.017547
   6   -5   -3  0.017428
   6   -5   -2  0.017352
   6   -5   -1  0.017319
   6   -5    0  0.017329
   6   -5    1  0.017383
   6   -5    2  0.017480
   6   -5    3  0.017619
   6   -5    4  0.017799
   6   -5    5  0.018019
   6   -5    6  0.018278
   7    2   -5  0.024987
   7    2   -4  0.024851
   7    2   -3  0.024745
   7    2   -2  0.024668
   7    2   -1  0.024622
   7    2    0  0.024607
   7    2    1  0.024622
   7    2    2  0.024668
   7    2    3  0.024744
   7    2    4  0.024850
   7    2    5  0.024986
   7    1   -7  0.024777
   7    1   -6  0.024582
   7    1   -5  0.024417
   7    1   -4  0.024281
   7    1   -3  0.024176
   7    1   -2  0.024101
   7    1   -1  0.024058
   7    1    0  0.024045
   7    1    1  0.024064
   7    1    2  0.024115
   7    1    3  0.024196
   7    1    4  0.024308
   7    1    5  0.024450
   7    1    6  0.024622
   7    1    7  0.024823
   7    0   -8  0.024434
   7    0   -7  0.024209
   7    0   -6  0.024013
   7    0   -5  0.023847
   7    0   -4  0.023711
   7    0   -3  0.023607
   7    0   -2  0.023534
   7    0   -1  0.023493
   7    0    0  0.023484
   7    0    1  0.023507
   7    0    2  0.023562
   7    0    3  0.023649
   7    0    4  0.023767
   7    0    5  0.023915
   7    0    6  0.024095
   7    0    7  0.024304
   7    0    8  0.024541
   7   -1   -7  0.023640
   7   -1   -6  0.023443
   7   -1   -5  0.023276
   7   -1   -4  0.023141
   7   -1   -3  0.023038
   7   -1   -2  0.022967
   7   -1   -1  0.022928
   7   -1    0  0.022923
   7   -1    1  0.022950
   7   -1    2  0.023010
   7   -1    3  0.023102
   7   -1    4  0.023227
   7   -1    5  0.023383
   7   -1    6  0.023569
   7   -1    7  0.023786
   7   -2   -5  0.022706
   7   -2   -4  0.022571
   7   -2   -3  0.022469
   7   -2   -2  0.022400
   7   -2   -1  0.022364
   7   -2    0  0.022362
   7   -2    1  0.022394
   7   -2    2  0.022459
   7   -2    3  0.022557
   7   -2    4  0.022688
   7   -2    5  0.022851
