# h  k  l  lp
   6   -5   -5  0.017331
   6   -5   -6  0.017549
   6   -5   -7  0.017970
   6   -5   -8  0.018581
   6   -5   -9  0.019362
   6   -5  -10  0.020294
   6   -5  -11  0.021358
   6   -5  -12  0.022535
   6   -5  -13  0.023808
   6   -6    1  0.020198
   6   -6    0  0.019178
   6   -6   -1  0.018302
   6   -6   -2  0.017592
   6   -6   -3  0.017069
   6   -6   -4  0.016749
   6   -6   -5  0.016646
   6   -6   -6  0.016762
   6   -6   -7  0.017094
   6   -6   -8  0.017628
   6   -6   -9  0.018348
   6   -6  -10  0.019233
   6   -6  -11  0.020260
   6   -6  -12  0.021410
   6   -7    0  0.019130
   6   -7   -1  0.018149
   6   -7   -2  0.017326
   6   -7   -3  0.016682
   6   -7   -4  0.016241
   6   -7   -5  0.016018
   6   -7   -6  0.016022
   6   -7   -7  0.016254
   6   -7   -8  0.016704
   6   -7   -9  0.017354
   6   -7  -10  0.018184
   6   -7  -11  0.019171
   6   -8    0  0.019154
   6   -8   -1  0.018072
   6   -8   -2  0.017135
   6   -8   -3  0.016371
   6   -8   -4  0.015803
   6   -8   -5  0.015453
   6   -8   -6  0.015336
   6   -8   -7  0.015458
   6   -8   -8  0.015812
   6   -8   -9  0.016384
   6   -8  -10  0.017153
   6   -9   -1  0.018070
   6   -9   -2  0.017024
   6   -9   -3  0.016139
   6   -9   -4  0.015442
   6   -9   -5  0.014959
   6   -9   -6  0.014712
   6   -9   -7  0.014712
   6   -9   -8  0.014960
   6  -10   -2  0.016993
   6  -10   -3  0.015990
   6  -10   -4  0.015163
   6  -10   -5  0.014543
   6  -10   -6  0.014157
   5   11    5  0.024398
   5   11    4  0.024324
   5   11    3  0.024400
   5   11    2  0.024625
   5   11    1  0.024996
   5   11    0  0.025505
   5   11   -1  0.026145
   5   11   -2  0.026907
   5   11   -3  0.027780
   5   11   -4  0.028754
   5   11   -5  0.029819
   5   11   -6  0.030967
   5   10    7  0.024605
   5   10    6  0.024153
   5   10    5  0.023847
   5   10    4  0.023692
   5   10    3  0.023691
   5   10    2  0.023845
   5   10    1  0.024150
   5   10    0  0.024601
   5   10   -1  0.025190
   5   10   -2  0.025908
   5   10   -3  0.026743
   5   10   -4  0.027687
   5   10   -5  0.028727
   5   10   -6  0.029854
   5   10   -7  0.031058
   5   10   -8  0.032331
   5    9    9  0.025741
   5    9    8  0.024943
   5    9    7  0.024270
   5    9    6  0.023733
   5    9    5  0.023341
   5    9    4  0.023102
   5    9    3  0.023021
   5    9    2  0.023098
   5    9    1  0.023333
   5    9    0  0.023721
   5    9   -1  0.024254
   5    9   -2  0.024923
   5    9   -3  0.025719
   5    9   -4  0.026628
   5    9   -5  0.027640
   5    9   -6  0.028745
   5    9   -7  0.029931
   5    9   -8  0.031190
   5    9   -9  0.032513
   5    9  -10  0.033893
   5    8   10  0.026607
   5    8    9  0.025621
   5    8    8  0.024744
   5    8    7  0.023987
   5    8    6  0.023364
   5    8    5  0.022884
   5    8    4  0.022558
   5    8    3  0.022391
   5    8    2  0.022387
   5    8    1  0.022547
   5    8    0  0.022866
   5    8   -1  0.023339
   5    8   -2  0.023956
   5    8   -3  0.024707
   5    8   -4  0.025579
   5    8   -5  0.026561
   5    8   -6  0.027641
   5    8   -7  0.028808
   5    8   -8  0.030052
   5    8   -9  0.031364
   5    8  -10  0.032735
   5    8  -11  0.034158
   5    7   10  0.026614
   5    7    9  0.025554
   5    7    8  0.024599
   5    7    7  0.023759
   5    7    6  0.023049
   5    7    5  0.022479
   5    7    4  0.022062
   5    7    3  0.021806
   5    7    2  0.021716
   5    7    1  0.021795
   5    7    0  0.022040
   5    7   -1  0.022447
   5    7   -2  0.023007
   5    7   -3  0.023709
   5    7   -4  0.024541
   5    7   -5  0.025490
   5    7   -6  0.026543
   5    7   -7  0.027689
   5    7   -8  0.028916
   5    7   -9  0.030216
   5    7  -10  0.031578
   5    7  -11  0.032995
   5    7  -12  0.034460
   5    6    9  0.025541
   5    6    8  0.024509
   5    6    7  0.023587
   5    6    6  0.022789
   5    6    5  0.022129
   5    6    4  0.021619
   5    6    3  0.021269
   5    6    2  0.021089
   5    6    1  0.021081
   5    6    0  0.021247
   5    6   -1  0.021583
   5    6   -2  0.022080
   5    6   -3  0.022728
   5    6   -4  0.023515
   5    6   -5  0.024428
   5    6   -6  0.025452
   5    6   -7  0.026574
   5    6   -8  0.027784
   5    6   -9  0.029069
   5    6  -10  0.030421
   5    6  -11  0.031831
   5    6  -12  0.033291
   5    6  -13  0.034796
   5    5    9  0.025582
   5    5    8  0.024475
   5    5    7  0.023472
   5    5    6  0.022588
   5    5    5  0.021836
   5    5    4  0.021231
   5    5    3  0.020785
   5    5    2  0.020509
   5    5    1  0.020410
   5    5    0  0.020491
   5    5   -1  0.020748
   5    5   -2  0.021177
   5    5   -3  0.021767
   5    5   -4  0.022504
   5    5   -5  0.023376
   5    5   -6  0.024368
   5    5   -7  0.025465
   5    5   -8  0.026655
   5    5   -9  0.027925
   5    5  -10  0.029266
   5    5  -11  0.030668
   5    5  -12  0.032123
   5    5  -13  0.033624
   5    5  -14  0.035166
   5    4    8  0.024497
   5    4    7  0.023416
   5    4    6  0.022446
   5    4    5  0.021602
   5    4    4  0.020901
   5    4    3  0.020357
   5    4    2  0.019982
   5    4    1  0.019786
   5    4    0  0.019775
   5    4   -1  0.019948
   5    4   -2  0.020302
   5    4   -3  0.020826
   5    4   -4  0.021510
   5    4   -5  0.022337
   5    4   -6  0.023292
   5    4   -7  0.024361
   5    4   -8  0.025529
   5    4   -9  0.026784
   5    4  -10  0.028113
   5    4  -11  0.029506
   5    4  -12  0.030955
   5    4  -13  0.032453
   5    4  -14  0.033993
   5    3    7  0.023418
   5    3    6  0.022364
   5    3    5  0.021431
   5    3    4  0.020633
   5    3    3  0.019988
   5    3    2  0.019510
   5    3    1  0.019213
   5    3    0  0.019104
   5    3   -1  0.019186
   5    3   -2  0.019458
   5    3   -3  0.019911
   5    3   -4  0.020534
   5    3   -5  0.021311
   5    3   -6  0.022226
   5    3   -7  0.023264
   5    3   -8  0.024408
   5    3   -9  0.025645
   5    3  -10  0.026961
   5    3  -11  0.028345
   5    3  -12  0.029788
   5    3  -13  0.031282
   5    3  -14  0.032820
   5    3  -15  0.034395
   5    2    6  0.022344
   5    2    5  0.021322
   5    2    4  0.020429
   5    2    3  0.019683
   5    2    2  0.019100
   5    2    1  0.018696
   5    2    0  0.018483
   5    2   -1  0.018467
   5    2   -2  0.018649
   5    2   -3  0.019024
   5    2   -4  0.019579
   5    2   -5  0.020301
   5    2   -6  0.021172
   5    2   -7  0.022175
   5    2   -8  0.023292
   5    2   -9  0.024509
   5    2  -10  0.025810
   5    2  -11  0.027185
   5    2  -12  0.028621
   5    2  -13  0.030111
   5    2  -14  0.031646
   5    2  -15  0.033221
   5    1    6  0.022386
   5    1    5  0.021278
   5    1    4  0.020291
   5    1    3  0.019443
   5    1    2  0.018754
   5    1    1  0.018240
   5    1    0  0.017918
   5    1   -1  0.017797
   5    1   -2  0.017881
   5    1   -3  0.018169
   5    1   -4  0.018650
   5    1   -5  0.019310
   5    1   -6  0.020131
   5    1   -7  0.021095
   5    1   -8  0.022183
   5    1   -9  0.023377
   5    1  -10  0.024662
   5    1  -11  0.026025
   5    1  -12  0.027454
   5    1  -13  0.028940
   5    1  -14  0.030473
   5    1  -15  0.032047
   5    0    5  0.021298
   5    0    4  0.020220
   5    0    3  0.019273
   5    0    2  0.018476
   5    0    1  0.017850
   5    0    0  0.017413
   5    0   -1  0.017180
   5    0   -2  0.017159
   5    0   -3  0.017352
   5    0   -4  0.017750
   5    0   -5  0.018340
   5    0   -6  0.019105
   5    0   -7  0.020025
   5    0   -8  0.021080
   5    0   -9  0.022249
   5    0  -10  0.023517
   5    0  -11  0.024867
   5    0  -12  0.026288
   5    0  -13  0.027769
   5    0  -14  0.029300
   5    0  -15  0.030873
   5   -1    4  0.020217
   5   -1    3  0.019172
   5   -1    2  0.018269
   5   -1    1  0.017529
   5   -1    0  0.016975
   5   -1   -1  0.016624
   5   -1   -2  0.016490
   5   -1   -3  0.016577
   5   -1   -4  0.016883
   5   -1   -5  0.017396
   5   -1   -6  0.018098
   5   -1   -7  0.018968
   5   -1   -8  0.019985
   5   -1   -9  0.021126
   5   -1  -10  0.022374
   5   -1  -11  0.023711
   5   -1  -12  0.025123
   5   -1  -13  0.026598
   5   -1  -14  0.028126
   5   -1  -15  0.029699
   5   -2    3  0.019144
   5   -2    2  0.018136
   5   -2    1  0.017283
   5   -2    0  0.016608
   5   -2   -1  0.016134
   5   -2   -2  0.015878
   5   -2   -3  0.015852
   5   -2   -4  0.016055
   5   -2   -5  0.016480
   5   -2   -6  0.017111
   5   -2   -7  0.017925
   5   -2   -8  0.018899
   5   -2   -9  0.020009
   5   -2  -10  0.021235
   5   -2  -11  0.022556
   5   -2  -12  0.023958
   5   -2  -13  0.025428
   5   -2  -14  0.026953
   5   -2  -15  0.028525
   5   -3    3  0.019187
   5   -3    2  0.018079
   5   -3    1  0.017114
   5   -3    0  0.016318
   5   -3   -1  0.015717
   5   -3   -2  0.015332
   5   -3   -3  0.015182
   5   -3   -4  0.015273
   5   -3   -5  0.015600
   5   -3   -6  0.016149
   5   -3   -7  0.016899
   5   -3   -8  0.017824
   5   -3   -9  0.018899
   5   -3  -10  0.020099
   5   -3  -11  0.021404
   5   -3  -12  0.022795
   5   -3  -13  0.024257
   5   -3  -14  0.025779
   5   -3  -15  0.027351
   5   -4    2  0.018097
   5   -4    1  0.017024
   5   -4    0  0.016108
   5   -4   -1  0.015378
   5   -4   -2  0.014860
   5   -4   -3  0.014577
   5   -4   -4  0.014543
   5   -4   -5  0.014761
   5   -4   -6  0.015218
   5   -4   -7  0.015894
   5   -4   -8  0.016763
   5   -4   -9  0.017797
   5   -4  -10  0.018968
   5   -4  -11  0.020254
   5   -4  -12  0.021632
   5   -4  -13  0.023087
   5   -4  -14  0.024606
   5   -5    1  0.017015
   5   -5    0  0.015982
   5   -5   -1  0.015122
   5   -5   -2  0.014467
   5   -5   -3  0.014044
   5   -5   -4  0.013875
   5   -5   -5  0.013969
   5   -5   -6  0.014321
   5   -5   -7  0.014914
   5   -5   -8  0.015718
   5   -5   -9  0.016705
   5   -5  -10  0.017843
   5   -5  -11  0.019106
   5   -5  -12  0.020471
   5   -5  -13  0.021918
   5   -5  -14  0.023432
   5   -6    0  0.015942
   5   -6   -1  0.014955
   5   -6   -2  0.014161
   5   -6   -3  0.013591
   5   -6   -4  0.013277
   5   -6   -5  0.013235
   5   -6   -6  0.013468
   5   -6   -7  0.013963
   5   -6   -8  0.014692
   5   -6   -9  0.015624
   5   -6  -10  0.016724
   5   -6  -11  0.017962
   5   -6  -12  0.019310
   5   -6  -13  0.020748
   5   -7   -1  0.014879
   5   -7   -2  0.013947
   5   -7   -3  0.013228
   5   -7   -4  0.012759
   5   -7   -5  0.012567
   5   -7   -6  0.012666
   5   -7   -7  0.013048
   5   -7   -8  0.013690
   5   -7   -9  0.014558
   5   -7  -10  0.015614
   5   -7  -11  0.016822
   5   -7  -12  0.018152
   5   -8   -1  0.014895
   5   -8   -2  0.013829
   5   -8   -3  0.012960
   5   -8   -4  0.012331
   5   -8   -5  0.011977
   5   -8   -6  0.011925
   5   -8   -7  0.012178
   5   -8   -8  0.012717
   5   -8   -9  0.013509
   5   -8  -10  0.014512
   5   -8  -11  0.015686
   5   -9   -2  0.013811
   5   -9   -3  0.012796
   5   -9   -4  0.012002
   5   -9   -5  0.011477
   5   -9   -6  0.011258
   5   -9   -7  0.011362
   5   -9   -8  0.011781
   5   -9   -9  0.012483
   5   -9  -10  0.013423
   5  -10   -3  0.012737
   5  -10   -4  0.011782
   5  -10   -5  0.011079
   5  -10   -6  0.010678
   5  -10   -7  0.010613
   5  -10   -8  0.010890
   5  -11   -4  0.011676
   5  -11   -5  0.010795
   5  -11   -6  0.010201
   4   12    4  0.021605
   4   12    3  0.021830
   4   12    2  0.022219
   4   12    1  0.022763
   4   12    0  0.023452
   4   12   -1  0.024272
   4   12   -2  0.025211
   4   12   -3  0.026257
   4   12   -4  0.027397
   4   12   -5  0.028619
   4   11    7  0.021513
   4   11    6  0.021139
   4   11    5  0.020935
   4   11    4  0.020904
   4   11    3  0.021048
   4   11    2  0.021364
   4   11    1  0.021844
   4   11    0  0.022477
   4   11   -1  0.023252
   4   11   -2  0.024153
   4   11   -3  0.025169
   4   11   -4  0.026285
   4   11   -5  0.027489
   4   11   -6  0.028770
   4   11   -7  0.030119
   4   11   -8  0.031527
   4   10    9  0.022547
   4   10    8  0.021772
   4   10    7  0.021142
   4   10    6  0.020671
   4   10    5  0.020370
   4   10    4  0.020247
   4   10    3  0.020304
   4   10    2  0.020540
   4   10    1  0.020950
   4   10    0  0.021523
   4   10   -1  0.022246
   4   10   -2  0.023106
   4   10   -3  0.024088
   4   10   -4  0.025178
   4   10   -5  0.026362
   4   10   -6  0.027628
   4   10   -7  0.028966
   4   10   -8  0.030365
   4   10   -9  0.031818
   4   10  -10  0.033318
   4    9   10  0.023414
   4    9    9  0.022423
   4    9    8  0.021556
   4    9    7  0.020831
   4    9    6  0.020260
   4    9    5  0.019859
   4    9    4  0.019637
   4    9    3  0.019601
   4    9    2  0.019751
   4    9    1  0.020084
   4    9    0  0.020590
   4    9   -1  0.021257
   4    9   -2  0.022071
   4    9   -3  0.023016
   4    9   -4  0.024077
   4    9   -5  0.025239
   4    9   -6  0.026488
   4    9   -7  0.027813
   4    9   -8  0.029204
   4    9   -9  0.030651
   4    9  -10  0.032148
   4    9  -11  0.033687
   4    8   10  0.023433
   4    8    9  0.022359
   4    8    8  0.021403
   4    8    7  0.020581
   4    8    6  0.019909
   4    8    5  0.019405
   4    8    4  0.019080
   4    8    3  0.018944
   4    8    2  0.019001
   4    8    1  0.019250
   4    8    0  0.019683
   4    8   -1  0.020288
   4    8   -2  0.021051
   4    8   -3  0.021955
   4    8   -4  0.022983
   4    8   -5  0.024120
   4    8   -6  0.025351
   4    8   -7  0.026662
   4    8   -8  0.028044
   4    8   -9  0.029485
   4    8  -10  0.030977
   4    8  -11  0.032514
   4    8  -12  0.034089
   4    7    9  0.022356
   4    7    8  0.021312
   4    7    7  0.020395
   4    7    6  0.019622
   4    7    5  0.019012
   4    7    4  0.018580
   4    7    3  0.018339
   4    7    2  0.018296
   4    7    1  0.018453
   4    7    0  0.018805
   4    7   -1  0.019341
   4    7   -2  0.020047
   4    7   -3  0.020905
   4    7   -4  0.021897
   4    7   -5  0.023006
   4    7   -6  0.024217
   4    7   -7  0.025514
   4    7   -8  0.026884
   4    7   -9  0.028319
   4    7  -10  0.029807
   4    7  -11  0.031342
   4    7  -12  0.032916
   4    7  -13  0.034525
   4    6    8  0.021286
   4    6    7  0.020275
   4    6    6  0.019402
   4    6    5  0.018684
   4    6    4  0.018142
   4    6    3  0.017790
   4    6    2  0.017640
   4    6    1  0.017698
   4    6    0  0.017960
   4    6   -1  0.018420
   4    6   -2  0.019062
   4    6   -3  0.019868
   4    6   -4  0.020820
   4    6   -5  0.021899
   4    6   -6  0.023086
   4    6   -7  0.024367
   4    6   -8  0.025726
   4    6   -9  0.027153
   4    6  -10  0.028637
   4    6  -11  0.030169
   4    6  -12  0.031743
   4    6  -13  0.033352
   4    6  -14  0.034993
   4    5    8  0.021324
   4    5    7  0.020223
   4    5    6  0.019250
   4    5    5  0.018426
   4    5    4  0.017770
   4    5    3  0.017303
   4    5    2  0.017040
   4    5    1  0.016989
   4    5    0  0.017155
   4    5   -1  0.017529
   4    5   -2  0.018099
   4    5   -3  0.018848
   4    5   -4  0.019754
   4    5   -5  0.020799
   4    5   -6  0.021961
   4    5   -7  0.023223
   4    5   -8  0.024569
   4    5   -9  0.025988
   4    5  -10  0.027466
   4    5  -11  0.028996
   4    5  -12  0.030569
   4    5  -13  0.032180
   4    5  -14  0.033822
   4    5  -15  0.035491
   4    4    7  0.020238
   4    4    6  0.019169
   4    4    5  0.018239
   4    4    4  0.017469
   4    4    3  0.016884
   4    4    2  0.016501
   4    4    1  0.016335
   4    4    0  0.016393
   4    4   -1  0.016672
   4    4   -2  0.017163
   4    4   -3  0.017846
   4    4   -4  0.018701
   4    4   -5  0.019707
   4    4   -6  0.020840
   4    4   -7  0.022081
   4    4   -8  0.023414
   4    4   -9  0.024823
   4    4  -10  0.026296
   4    4  -11  0.027823
   4    4  -12  0.029396
   4    4  -13  0.031007
   4    4  -14  0.032651
   4    4  -15  0.034323
   4    3    6  0.019159
   4    3    5  0.018126
   4    3    4  0.017244
   4    3    3  0.016537
   4    3    2  0.016030
   4    3    1  0.015741
   4    3    0  0.015682
   4    3   -1  0.015857
   4    3   -2  0.016257
   4    3   -3  0.016866
   4    3   -4  0.017663
   4    3   -5  0.018624
   4    3   -6  0.019725
   4    3   -7  0.020943
   4    3   -8  0.022260
   4    3   -9  0.023659
   4    3  -10  0.025126
   4    3  -11  0.026650
   4    3  -12  0.028222
   4    3  -13  0.029834
   4    3  -14  0.031480
   4    3  -15  0.033155
   4    2    5  0.018088
   4    2    4  0.017095
   4    2    3  0.016268
   4    2    2  0.015633
   4    2    1  0.015214
   4    2    0  0.015030
   4    2   -1  0.015088
   4    2   -2  0.015387
   4    2   -3  0.015913
   4    2   -4  0.016643
   4    2   -5  0.017554
   4    2   -6  0.018617
   4    2   -7  0.019810
   4    2   -8  0.021109
   4    2   -9  0.022496
   4    2  -10  0.023956
   4    2  -11  0.025477
   4    2  -12  0.027048
   4    2  -13  0.028661
   4    2  -14  0.030309
   4    2  -15  0.031987
   4    2  -16  0.033690
   4    1    5  0.018127
   4    1    4  0.017027
   4    1    3  0.016080
   4    1    2  0.015316
   4    1    1  0.014762
   4    1    0  0.014443
   4    1   -1  0.014374
   4    1   -2  0.014560
   4    1   -3  0.014990
   4    1   -4  0.015645
   4    1   -5  0.016497
   4    1   -6  0.017518
   4    1   -7  0.018681
   4    1   -8  0.019960
   4    1   -9  0.021334
   4    1  -10  0.022787
   4    1  -11  0.024304
   4    1  -12  0.025874
   4    1  -13  0.027488
   4    1  -14  0.029138
   4    1  -15  0.030819
   4    1  -16  0.032526
   4    0    4  0.017039
   4    0    3  0.015976
   4    0    2  0.015083
   4    0    1  0.014392
   4    0    0  0.013931
   4    0   -1  0.013724
   4    0   -2  0.013784
   4    0   -3  0.014105
   4    0   -4  0.014672
   4    0   -5  0.015458
   4    0   -6  0.016430
   4    0   -7  0.017558
   4    0   -8  0.018814
   4    0   -9  0.020174
   4    0  -10  0.021618
   4    0  -11  0.023131
   4    0  -12  0.024700
   4    0  -13  0.026315
   4    0  -14  0.027968
